id,title,pin,about,description,category,link,x,y,image
M98_L3,LOTE: MZ 98 LT 3 |  SUPERFICIE: 801m2,hidden,LOTE: MZ 98 LT 3 |  SUPERFICIE: 801m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> comercial  </b><br>Superficie: <b>801 m2</b><br>Precio: $  <b>792990 MXN</b></p>",comercial,https://landrada.mx/cotizador,0.3125,0.4704,https://lagunaskuche.com/assets/images/lagunas.jpg
M98_L4,LOTE: MZ 98 LT 4 |  SUPERFICIE: 801m2,hidden,LOTE: MZ 98 LT 4 |  SUPERFICIE: 801m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> comercial  </b><br>Superficie: <b>801 m2</b><br>Precio: $  <b>792990 MXN</b></p>",comercial,https://landrada.mx/cotizador,0.3098,0.4883,https://lagunaskuche.com/assets/images/lagunas.jpg
M98_L5,LOTE: MZ 98 LT 5 |  SUPERFICIE: 801m2,hidden,LOTE: MZ 98 LT 5 |  SUPERFICIE: 801m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> comercial  </b><br>Superficie: <b>801 m2</b><br>Precio: $  <b>792990 MXN</b></p>",comercial,https://landrada.mx/cotizador,0.3085,0.5056,https://lagunaskuche.com/assets/images/lagunas.jpg
M99_LAVERDE,LOTE: MZ 99 LT AVERDE |  SUPERFICIE: m2,hidden,LOTE: MZ 99 LT AVERDE |  SUPERFICIE: m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'>   </b><br>Superficie: <b> m2</b><br>Precio: $  <b>0 MXN</b></p>",,https://landrada.mx/cotizador,,,https://lagunaskuche.com/assets/images/lagunas.jpg
M100_L1,LOTE: MZ 100 LT 1 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 100 LT 1 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.2028,0.4313,https://lagunaskuche.com/assets/images/lagunas.jpg
M100_L2,LOTE: MZ 100 LT 2 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 100 LT 2 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.2227,0.4325,https://lagunaskuche.com/assets/images/lagunas.jpg
M100_L3,LOTE: MZ 100 LT 3 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 100 LT 3 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.2207,0.451,https://lagunaskuche.com/assets/images/lagunas.jpg
M100_L4,LOTE: MZ 100 LT 4 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 100 LT 4 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.2183,0.4686,https://lagunaskuche.com/assets/images/lagunas.jpg
M100_L5,LOTE: MZ 100 LT 5 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 100 LT 5 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.2166,0.4862,https://lagunaskuche.com/assets/images/lagunas.jpg
M100_L6,LOTE: MZ 100 LT 6 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 100 LT 6 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.2153,0.504,https://lagunaskuche.com/assets/images/lagunas.jpg
M100_L7,LOTE: MZ 100 LT 7 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 100 LT 7 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.1947,0.5025,https://lagunaskuche.com/assets/images/lagunas.jpg
M100_L8,LOTE: MZ 100 LT 8 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 100 LT 8 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.197,0.4865,https://lagunaskuche.com/assets/images/lagunas.jpg
M100_L9,LOTE: MZ 100 LT 9 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 100 LT 9 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.1984,0.4687,https://lagunaskuche.com/assets/images/lagunas.jpg
M100_L10,LOTE: MZ 100 LT 10 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 100 LT 10 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.2011,0.4501,https://lagunaskuche.com/assets/images/lagunas.jpg
M101_L1,LOTE: MZ 101 LT 1 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 101 LT 1 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.1518,0.4304,https://lagunaskuche.com/assets/images/lagunas.jpg
M101_L2,LOTE: MZ 101 LT 2 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 101 LT 2 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.1715,0.4305,https://lagunaskuche.com/assets/images/lagunas.jpg
M101_L3,LOTE: MZ 101 LT 3 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 101 LT 3 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.1694,0.4493,https://lagunaskuche.com/assets/images/lagunas.jpg
M101_L4,LOTE: MZ 101 LT 4 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 101 LT 4 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.1666,0.4668,https://lagunaskuche.com/assets/images/lagunas.jpg
M101_L5,LOTE: MZ 101 LT 5 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 101 LT 5 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.1659,0.4848,https://lagunaskuche.com/assets/images/lagunas.jpg
M101_L6,LOTE: MZ 101 LT 6 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 101 LT 6 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.1638,0.5028,https://lagunaskuche.com/assets/images/lagunas.jpg
M101_L7,LOTE: MZ 101 LT 7 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 101 LT 7 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.1429,0.5122,https://lagunaskuche.com/assets/images/lagunas.jpg
M101_L8,LOTE: MZ 101 LT 8 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 101 LT 8 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.1453,0.485,https://lagunaskuche.com/assets/images/lagunas.jpg
M101_L9,LOTE: MZ 101 LT 9 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 101 LT 9 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.1471,0.4662,https://lagunaskuche.com/assets/images/lagunas.jpg
M101_L10,LOTE: MZ 101 LT 10 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 101 LT 10 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.1488,0.449,https://lagunaskuche.com/assets/images/lagunas.jpg
M102_L1,LOTE: MZ 102 LT 1 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 102 LT 1 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.0979,0.4292,https://lagunaskuche.com/assets/images/lagunas.jpg
M102_L2,LOTE: MZ 102 LT 2 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 102 LT 2 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.1181,0.4302,https://lagunaskuche.com/assets/images/lagunas.jpg
M102_L3,LOTE: MZ 102 LT 3 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 102 LT 3 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.116,0.449,https://lagunaskuche.com/assets/images/lagunas.jpg
M102_L4,LOTE: MZ 102 LT 4 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 102 LT 4 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.1132,0.4668,https://lagunaskuche.com/assets/images/lagunas.jpg
M102_L5,LOTE: MZ 102 LT 5 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 102 LT 5 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.1125,0.4856,https://lagunaskuche.com/assets/images/lagunas.jpg
M102_L6,LOTE: MZ 102 LT 6 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 102 LT 6 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.1101,0.5034,https://lagunaskuche.com/assets/images/lagunas.jpg
M102_L7,LOTE: MZ 102 LT 7 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 102 LT 7 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.0906,0.5022,https://lagunaskuche.com/assets/images/lagunas.jpg
M102_L8,LOTE: MZ 102 LT 8 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 102 LT 8 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.0923,0.484,https://lagunaskuche.com/assets/images/lagunas.jpg
M102_L9,LOTE: MZ 102 LT 9 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 102 LT 9 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.094,0.4668,https://lagunaskuche.com/assets/images/lagunas.jpg
M102_L10,LOTE: MZ 102 LT 10 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 102 LT 10 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.0958,0.448,https://lagunaskuche.com/assets/images/lagunas.jpg
M103_L1,LOTE: MZ 103 LT 1 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 103 LT 1 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.0864,0.5297,https://lagunaskuche.com/assets/images/lagunas.jpg
M103_L2,LOTE: MZ 103 LT 2 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 103 LT 2 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.1056,0.5304,https://lagunaskuche.com/assets/images/lagunas.jpg
M103_L3,LOTE: MZ 103 LT 3 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 103 LT 3 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.1038,0.5485,https://lagunaskuche.com/assets/images/lagunas.jpg
M103_L4,LOTE: MZ 103 LT 4 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 103 LT 4 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.1014,0.5664,https://lagunaskuche.com/assets/images/lagunas.jpg
M103_L5,LOTE: MZ 103 LT 5 |  SUPERFICIE: 536m2,hidden,LOTE: MZ 103 LT 5 |  SUPERFICIE: 536m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>536 m2</b><br>Precio: $  <b>530640 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.1007,0.5876,https://lagunaskuche.com/assets/images/lagunas.jpg
M103_L6,LOTE: MZ 103 LT 6 |  SUPERFICIE: 504m2,hidden,LOTE: MZ 103 LT 6 |  SUPERFICIE: 504m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>504 m2</b><br>Precio: $  <b>498960 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.0794,0.5864,https://lagunaskuche.com/assets/images/lagunas.jpg
M103_L7,LOTE: MZ 103 LT 7 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 103 LT 7 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.0815,0.5651,https://lagunaskuche.com/assets/images/lagunas.jpg
M103_L8,LOTE: MZ 103 LT 8 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 103 LT 8 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.0832,0.5469,https://lagunaskuche.com/assets/images/lagunas.jpg
M104_L1,LOTE: MZ 104 LT 1 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 104 LT 1 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.1418,0.5307,https://lagunaskuche.com/assets/images/lagunas.jpg
M104_L2,LOTE: MZ 104 LT 2 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 104 LT 2 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.1596,0.5313,https://lagunaskuche.com/assets/images/lagunas.jpg
M104_L3,LOTE: MZ 104 LT 3 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 104 LT 3 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.1582,0.5495,https://lagunaskuche.com/assets/images/lagunas.jpg
M104_L4,LOTE: MZ 104 LT 4 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 104 LT 4 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.1558,0.5654,https://lagunaskuche.com/assets/images/lagunas.jpg
M104_L5,LOTE: MZ 104 LT 5 |  SUPERFICIE: 618m2,hidden,LOTE: MZ 104 LT 5 |  SUPERFICIE: 618m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>618 m2</b><br>Precio: $  <b>611820 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.1541,0.5883,https://lagunaskuche.com/assets/images/lagunas.jpg
M104_L6,LOTE: MZ 104 LT 6 |  SUPERFICIE: 586m2,hidden,LOTE: MZ 104 LT 6 |  SUPERFICIE: 586m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>586 m2</b><br>Precio: $  <b>580140 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.1335,0.588,https://lagunaskuche.com/assets/images/lagunas.jpg
M104_L7,LOTE: MZ 104 LT 7 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 104 LT 7 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.1363,0.5667,https://lagunaskuche.com/assets/images/lagunas.jpg
M104_L8,LOTE: MZ 104 LT 8 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 104 LT 8 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.1387,0.5491,https://lagunaskuche.com/assets/images/lagunas.jpg
M105_L1,LOTE: MZ 105 LT 1 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 105 LT 1 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.1928,0.531,https://lagunaskuche.com/assets/images/lagunas.jpg
M105_L2,LOTE: MZ 105 LT 2 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 105 LT 2 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.2116,0.5322,https://lagunaskuche.com/assets/images/lagunas.jpg
M105_L3,LOTE: MZ 105 LT 3 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 105 LT 3 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.2102,0.5507,https://lagunaskuche.com/assets/images/lagunas.jpg
M105_L4,LOTE: MZ 105 LT 4 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 105 LT 4 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.2081,0.5679,https://lagunaskuche.com/assets/images/lagunas.jpg
M105_L5,LOTE: MZ 105 LT 5 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 105 LT 5 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.2067,0.5864,https://lagunaskuche.com/assets/images/lagunas.jpg
M105_L6,LOTE: MZ 105 LT 6 |  SUPERFICIE: 567m2,hidden,LOTE: MZ 105 LT 6 |  SUPERFICIE: 567m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>567 m2</b><br>Precio: $  <b>561330 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.1945,0.6011,https://lagunaskuche.com/assets/images/lagunas.jpg
M105_L7,LOTE: MZ 105 LT 7 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 105 LT 7 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.1869,0.5855,https://lagunaskuche.com/assets/images/lagunas.jpg
M105_L8,LOTE: MZ 105 LT 8 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 105 LT 8 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.1879,0.5673,https://lagunaskuche.com/assets/images/lagunas.jpg
M105_L9,LOTE: MZ 105 LT 9 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 105 LT 9 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.191,0.5498,https://lagunaskuche.com/assets/images/lagunas.jpg
M106_LAVERDE,LOTE: MZ 106 LT AVERDE |  SUPERFICIE: m2,hidden,LOTE: MZ 106 LT AVERDE |  SUPERFICIE: m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'>   </b><br>Superficie: <b> m2</b><br>Precio: $  <b>0 MXN</b></p>",,https://landrada.mx/cotizador,,,https://lagunaskuche.com/assets/images/lagunas.jpg
M_L1,LOTE: MZ  LT 1 |  SUPERFICIE: 801m2,hidden,LOTE: MZ  LT 1 |  SUPERFICIE: 801m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> comercial  </b><br>Superficie: <b>801 m2</b><br>Precio: $  <b>792990 MXN</b></p>",comercial,https://landrada.mx/cotizador,0.3051,0.5347,https://lagunaskuche.com/assets/images/lagunas.jpg
M107_L2,LOTE: MZ 107 LT 2 |  SUPERFICIE: 801m2,hidden,LOTE: MZ 107 LT 2 |  SUPERFICIE: 801m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> comercial  </b><br>Superficie: <b>801 m2</b><br>Precio: $  <b>792990 MXN</b></p>",comercial,https://landrada.mx/cotizador,0.3037,0.552,https://lagunaskuche.com/assets/images/lagunas.jpg
M107_L3,LOTE: MZ 107 LT 3 |  SUPERFICIE: 801m2,hidden,LOTE: MZ 107 LT 3 |  SUPERFICIE: 801m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> comercial  </b><br>Superficie: <b>801 m2</b><br>Precio: $  <b>792990 MXN</b></p>",comercial,https://landrada.mx/cotizador,0.3009,0.5689,https://lagunaskuche.com/assets/images/lagunas.jpg
M107_L4,LOTE: MZ 107 LT 4 |  SUPERFICIE: 801m2,hidden,LOTE: MZ 107 LT 4 |  SUPERFICIE: 801m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> comercial  </b><br>Superficie: <b>801 m2</b><br>Precio: $  <b>792990 MXN</b></p>",comercial,https://landrada.mx/cotizador,0.2999,0.5883,https://lagunaskuche.com/assets/images/lagunas.jpg
M107_L5,LOTE: MZ 107 LT 5 |  SUPERFICIE: 895m2,hidden,LOTE: MZ 107 LT 5 |  SUPERFICIE: 895m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> comercial  </b><br>Superficie: <b>895 m2</b><br>Precio: $  <b>886050 MXN</b></p>",comercial,https://landrada.mx/cotizador,0.2975,0.6071,https://lagunaskuche.com/assets/images/lagunas.jpg
M108_L1,LOTE: MZ 108 LT 1 |  SUPERFICIE: 801m2,hidden,LOTE: MZ 108 LT 1 |  SUPERFICIE: 801m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> comercial  </b><br>Superficie: <b>801 m2</b><br>Precio: $  <b>792990 MXN</b></p>",comercial,https://landrada.mx/cotizador,0.3665,0.5366,https://lagunaskuche.com/assets/images/lagunas.jpg
M108_L2,LOTE: MZ 108 LT 2 |  SUPERFICIE: 801m2,hidden,LOTE: MZ 108 LT 2 |  SUPERFICIE: 801m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> comercial  </b><br>Superficie: <b>801 m2</b><br>Precio: $  <b>792990 MXN</b></p>",comercial,https://landrada.mx/cotizador,0.3648,0.5548,https://lagunaskuche.com/assets/images/lagunas.jpg
M108_L3,LOTE: MZ 108 LT 3 |  SUPERFICIE: 801m2,hidden,LOTE: MZ 108 LT 3 |  SUPERFICIE: 801m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> comercial  </b><br>Superficie: <b>801 m2</b><br>Precio: $  <b>792990 MXN</b></p>",comercial,https://landrada.mx/cotizador,0.363,0.5736,https://lagunaskuche.com/assets/images/lagunas.jpg
