id,title,pin,about,description,category,link,x,y,image
M108_L4,LOTE: MZ 108 LT 4 |  SUPERFICIE: 801m2,hidden,LOTE: MZ 108 LT 4 |  SUPERFICIE: 801m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> comercial  </b><br>Superficie: <b>801 m2</b><br>Precio: $  <b>792990 MXN</b></p>",comercial,https://landrada.mx/cotizador,0.3609,0.5911,https://lagunaskuche.com/assets/images/lagunas.jpg
M108_L5,LOTE: MZ 108 LT 5 |  SUPERFICIE: 1097m2,hidden,LOTE: MZ 108 LT 5 |  SUPERFICIE: 1097m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> comercial  </b><br>Superficie: <b>1097 m2</b><br>Precio: $  <b>1086030 MXN</b></p>",comercial,https://landrada.mx/cotizador,0.3596,0.6114,https://lagunaskuche.com/assets/images/lagunas.jpg
M109_LAVERDE,LOTE: MZ 109 LT AVERDE |  SUPERFICIE: m2,hidden,LOTE: MZ 109 LT AVERDE |  SUPERFICIE: m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'>   </b><br>Superficie: <b> m2</b><br>Precio: $  <b>0 MXN</b></p>",,https://landrada.mx/cotizador,,,https://lagunaskuche.com/assets/images/lagunas.jpg
M110_L1,LOTE: MZ 110 LT 1 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 110 LT 1 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.4643,0.5389,https://lagunaskuche.com/assets/images/lagunas.jpg
M110_L2,LOTE: MZ 110 LT 2 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 110 LT 2 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.4832,0.5405,https://lagunaskuche.com/assets/images/lagunas.jpg
M110_L3,LOTE: MZ 110 LT 3 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 110 LT 3 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.4828,0.5577,https://lagunaskuche.com/assets/images/lagunas.jpg
M110_L4,LOTE: MZ 110 LT 4 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 110 LT 4 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.4793,0.5762,https://lagunaskuche.com/assets/images/lagunas.jpg
M110_L5,LOTE: MZ 110 LT 5 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 110 LT 5 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.4787,0.5937,https://lagunaskuche.com/assets/images/lagunas.jpg
M110_L6,LOTE: MZ 110 LT 6 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 110 LT 6 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.4766,0.6115,https://lagunaskuche.com/assets/images/lagunas.jpg
M110_L7,LOTE: MZ 110 LT 7 |  SUPERFICIE: 624m2,hidden,LOTE: MZ 110 LT 7 |  SUPERFICIE: 624m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>624 m2</b><br>Precio: $  <b>617760 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.4647,0.6272,https://lagunaskuche.com/assets/images/lagunas.jpg
M110_L8,LOTE: MZ 110 LT 8 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 110 LT 8 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.457,0.6115,https://lagunaskuche.com/assets/images/lagunas.jpg
M110_L9,LOTE: MZ 110 LT 9 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 110 LT 9 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.4588,0.592,https://lagunaskuche.com/assets/images/lagunas.jpg
M110_L10,LOTE: MZ 110 LT 10 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 110 LT 10 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.4605,0.574,https://lagunaskuche.com/assets/images/lagunas.jpg
M110_L11,LOTE: MZ 110 LT 11 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 110 LT 11 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.464,0.5568,https://lagunaskuche.com/assets/images/lagunas.jpg
M111_L1,LOTE: MZ 111 LT 1 |  SUPERFICIE: 506m2,hidden,LOTE: MZ 111 LT 1 |  SUPERFICIE: 506m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>506 m2</b><br>Precio: $  <b>500940 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.5167,0.5405,https://lagunaskuche.com/assets/images/lagunas.jpg
M111_L2,LOTE: MZ 111 LT 2 |  SUPERFICIE: 506m2,hidden,LOTE: MZ 111 LT 2 |  SUPERFICIE: 506m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>506 m2</b><br>Precio: $  <b>500940 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.5425,0.5411,https://lagunaskuche.com/assets/images/lagunas.jpg
M111_L3,LOTE: MZ 111 LT 3 |  SUPERFICIE: 506m2,hidden,LOTE: MZ 111 LT 3 |  SUPERFICIE: 506m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>506 m2</b><br>Precio: $  <b>500940 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.5111,0.5599,https://lagunaskuche.com/assets/images/lagunas.jpg
M111_L4,LOTE: MZ 111 LT 4 |  SUPERFICIE: 506m2,hidden,LOTE: MZ 111 LT 4 |  SUPERFICIE: 506m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>506 m2</b><br>Precio: $  <b>500940 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.539,0.5774,https://lagunaskuche.com/assets/images/lagunas.jpg
M111_L5,LOTE: MZ 111 LT 5 |  SUPERFICIE: 506m2,hidden,LOTE: MZ 111 LT 5 |  SUPERFICIE: 506m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>506 m2</b><br>Precio: $  <b>500940 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.5373,0.5946,https://lagunaskuche.com/assets/images/lagunas.jpg
M111_L6,LOTE: MZ 111 LT 6 |  SUPERFICIE: 506m2,hidden,LOTE: MZ 111 LT 6 |  SUPERFICIE: 506m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>506 m2</b><br>Precio: $  <b>500940 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.5348,0.6131,https://lagunaskuche.com/assets/images/lagunas.jpg
M111_L7,LOTE: MZ 111 LT 7 |  SUPERFICIE: 533m2,hidden,LOTE: MZ 111 LT 7 |  SUPERFICIE: 533m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>533 m2</b><br>Precio: $  <b>527670 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.5338,0.6328,https://lagunaskuche.com/assets/images/lagunas.jpg
M111_L8,LOTE: MZ 111 LT 8 |  SUPERFICIE: 483m2,hidden,LOTE: MZ 111 LT 8 |  SUPERFICIE: 483m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>483 m2</b><br>Precio: $  <b>478170 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.5194,0.6297,https://lagunaskuche.com/assets/images/lagunas.jpg
M111_L9,LOTE: MZ 111 LT 9 |  SUPERFICIE: 506m2,hidden,LOTE: MZ 111 LT 9 |  SUPERFICIE: 506m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>506 m2</b><br>Precio: $  <b>500940 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.5107,0.6119,https://lagunaskuche.com/assets/images/lagunas.jpg
M111_L10,LOTE: MZ 111 LT 10 |  SUPERFICIE: 506m2,hidden,LOTE: MZ 111 LT 10 |  SUPERFICIE: 506m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>506 m2</b><br>Precio: $  <b>500940 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.5132,0.5946,https://lagunaskuche.com/assets/images/lagunas.jpg
M111_L11,LOTE: MZ 111 LT 11 |  SUPERFICIE: 506m2,hidden,LOTE: MZ 111 LT 11 |  SUPERFICIE: 506m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>506 m2</b><br>Precio: $  <b>500940 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.5146,0.5755,https://lagunaskuche.com/assets/images/lagunas.jpg
M111_L12,LOTE: MZ 111 LT 12 |  SUPERFICIE: 506m2,hidden,LOTE: MZ 111 LT 12 |  SUPERFICIE: 506m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>506 m2</b><br>Precio: $  <b>500940 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.5167,0.5596,https://lagunaskuche.com/assets/images/lagunas.jpg
M112_L1,LOTE: MZ 112 LT 1 |  SUPERFICIE: 801m2,hidden,LOTE: MZ 112 LT 1 |  SUPERFICIE: 801m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> comercial  </b><br>Superficie: <b>801 m2</b><br>Precio: $  <b>792990 MXN</b></p>",comercial,https://landrada.mx/cotizador,0.5924,0.5452,https://lagunaskuche.com/assets/images/lagunas.jpg
M112_L2,LOTE: MZ 112 LT 2 |  SUPERFICIE: 801m2,hidden,LOTE: MZ 112 LT 2 |  SUPERFICIE: 801m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> comercial  </b><br>Superficie: <b>801 m2</b><br>Precio: $  <b>792990 MXN</b></p>",comercial,https://landrada.mx/cotizador,0.5906,0.5627,https://lagunaskuche.com/assets/images/lagunas.jpg
M112_L3,LOTE: MZ 112 LT 3 |  SUPERFICIE: 801m2,hidden,LOTE: MZ 112 LT 3 |  SUPERFICIE: 801m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> comercial  </b><br>Superficie: <b>801 m2</b><br>Precio: $  <b>792990 MXN</b></p>",comercial,https://landrada.mx/cotizador,0.5892,0.5815,https://lagunaskuche.com/assets/images/lagunas.jpg
M112_L4,LOTE: MZ 112 LT 4 |  SUPERFICIE: 801m2,hidden,LOTE: MZ 112 LT 4 |  SUPERFICIE: 801m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> comercial  </b><br>Superficie: <b>801 m2</b><br>Precio: $  <b>792990 MXN</b></p>",comercial,https://landrada.mx/cotizador,0.5861,0.5993,https://lagunaskuche.com/assets/images/lagunas.jpg
M112_L5,LOTE: MZ 112 LT 5 |  SUPERFICIE: 801m2,hidden,LOTE: MZ 112 LT 5 |  SUPERFICIE: 801m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> comercial  </b><br>Superficie: <b>801 m2</b><br>Precio: $  <b>792990 MXN</b></p>",comercial,https://landrada.mx/cotizador,0.5844,0.6162,https://lagunaskuche.com/assets/images/lagunas.jpg
M112_L6,LOTE: MZ 112 LT 6 |  SUPERFICIE: 985m2,hidden,LOTE: MZ 112 LT 6 |  SUPERFICIE: 985m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> comercial  </b><br>Superficie: <b>985 m2</b><br>Precio: $  <b>975150 MXN</b></p>",comercial,https://landrada.mx/cotizador,0.584,0.6363,https://lagunaskuche.com/assets/images/lagunas.jpg
M113_L1,LOTE: MZ 113 LT 1 |  SUPERFICIE: 801m2,hidden,LOTE: MZ 113 LT 1 |  SUPERFICIE: 801m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> comercial  </b><br>Superficie: <b>801 m2</b><br>Precio: $  <b>792990 MXN</b></p>",comercial,https://landrada.mx/cotizador,0.651,0.5471,https://lagunaskuche.com/assets/images/lagunas.jpg
M113_L2,LOTE: MZ 113 LT 2 |  SUPERFICIE: 801m2,hidden,LOTE: MZ 113 LT 2 |  SUPERFICIE: 801m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> comercial  </b><br>Superficie: <b>801 m2</b><br>Precio: $  <b>792990 MXN</b></p>",comercial,https://landrada.mx/cotizador,0.6505,0.565,https://lagunaskuche.com/assets/images/lagunas.jpg
M113_L3,LOTE: MZ 113 LT 3 |  SUPERFICIE: 801m2,hidden,LOTE: MZ 113 LT 3 |  SUPERFICIE: 801m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> comercial  </b><br>Superficie: <b>801 m2</b><br>Precio: $  <b>792990 MXN</b></p>",comercial,https://landrada.mx/cotizador,0.6474,0.5827,https://lagunaskuche.com/assets/images/lagunas.jpg
M113_L4,LOTE: MZ 113 LT 4 |  SUPERFICIE: 801m2,hidden,LOTE: MZ 113 LT 4 |  SUPERFICIE: 801m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> comercial  </b><br>Superficie: <b>801 m2</b><br>Precio: $  <b>792990 MXN</b></p>",comercial,https://landrada.mx/cotizador,0.6465,0.6007,https://lagunaskuche.com/assets/images/lagunas.jpg
M113_L5,LOTE: MZ 113 LT 5 |  SUPERFICIE: 801m2,hidden,LOTE: MZ 113 LT 5 |  SUPERFICIE: 801m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> comercial  </b><br>Superficie: <b>801 m2</b><br>Precio: $  <b>792990 MXN</b></p>",comercial,https://landrada.mx/cotizador,0.6439,0.6183,https://lagunaskuche.com/assets/images/lagunas.jpg
M113_L6,LOTE: MZ 113 LT 6 |  SUPERFICIE: 1187m2,hidden,LOTE: MZ 113 LT 6 |  SUPERFICIE: 1187m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> comercial  </b><br>Superficie: <b>1187 m2</b><br>Precio: $  <b>1175130 MXN</b></p>",comercial,https://landrada.mx/cotizador,0.6413,0.6386,https://lagunaskuche.com/assets/images/lagunas.jpg
M114_L1,LOTE: MZ 114 LT 1 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 114 LT 1 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.6963,0.5455,https://lagunaskuche.com/assets/images/lagunas.jpg
M114_L2,LOTE: MZ 114 LT 2 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 114 LT 2 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.7155,0.5462,https://lagunaskuche.com/assets/images/lagunas.jpg
M114_L3,LOTE: MZ 114 LT 3 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 114 LT 3 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.7137,0.5639,https://lagunaskuche.com/assets/images/lagunas.jpg
M114_L4,LOTE: MZ 114 LT 4 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 114 LT 4 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.7116,0.5815,https://lagunaskuche.com/assets/images/lagunas.jpg
M114_L5,LOTE: MZ 114 LT 5 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 114 LT 5 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.7089,0.5995,https://lagunaskuche.com/assets/images/lagunas.jpg
M114_L6,LOTE: MZ 114 LT 6 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 114 LT 6 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.7081,0.6179,https://lagunaskuche.com/assets/images/lagunas.jpg
M114_L7,LOTE: MZ 114 LT 7 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 114 LT 7 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.7063,0.6359,https://lagunaskuche.com/assets/images/lagunas.jpg
M114_L8,LOTE: MZ 114 LT 8 |  SUPERFICIE: 550m2,hidden,LOTE: MZ 114 LT 8 |  SUPERFICIE: 550m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>550 m2</b><br>Precio: $  <b>544500 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.6958,0.6508,https://lagunaskuche.com/assets/images/lagunas.jpg
M114_L9,LOTE: MZ 114 LT 9 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 114 LT 9 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.6858,0.6351,https://lagunaskuche.com/assets/images/lagunas.jpg
M114_L10,LOTE: MZ 114 LT 10 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 114 LT 10 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.6882,0.6183,https://lagunaskuche.com/assets/images/lagunas.jpg
M114_L11,LOTE: MZ 114 LT 11 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 114 LT 11 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.6902,0.6007,https://lagunaskuche.com/assets/images/lagunas.jpg
M114_L12,LOTE: MZ 114 LT 12 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 114 LT 12 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.6913,0.5823,https://lagunaskuche.com/assets/images/lagunas.jpg
M114_L13,LOTE: MZ 114 LT 13 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 114 LT 13 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.6945,0.5643,https://lagunaskuche.com/assets/images/lagunas.jpg
M115_L1,LOTE: MZ 115 LT 1 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 115 LT 1 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.7456,0.5474,https://lagunaskuche.com/assets/images/lagunas.jpg
M115_L2,LOTE: MZ 115 LT 2 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 115 LT 2 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.7657,0.5474,https://lagunaskuche.com/assets/images/lagunas.jpg
M115_L3,LOTE: MZ 115 LT 3 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 115 LT 3 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.7648,0.5654,https://lagunaskuche.com/assets/images/lagunas.jpg
M115_L4,LOTE: MZ 115 LT 4 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 115 LT 4 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.7617,0.5846,https://lagunaskuche.com/assets/images/lagunas.jpg
M115_L5,LOTE: MZ 115 LT 5 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 115 LT 5 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.7609,0.6014,https://lagunaskuche.com/assets/images/lagunas.jpg
M115_L6,LOTE: MZ 115 LT 6 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 115 LT 6 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.7582,0.6202,https://lagunaskuche.com/assets/images/lagunas.jpg
M115_L7,LOTE: MZ 115 LT 7 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 115 LT 7 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.7561,0.6382,https://lagunaskuche.com/assets/images/lagunas.jpg
M115_L8,LOTE: MZ 115 LT 8 |  SUPERFICIE: 372m2,hidden,LOTE: MZ 115 LT 8 |  SUPERFICIE: 372m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>372 m2</b><br>Precio: $  <b>368280 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.7539,0.6551,https://lagunaskuche.com/assets/images/lagunas.jpg
M115_L9,LOTE: MZ 115 LT 9 |  SUPERFICIE: 341m2,hidden,LOTE: MZ 115 LT 9 |  SUPERFICIE: 341m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>341 m2</b><br>Precio: $  <b>337590 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.7356,0.6527,https://lagunaskuche.com/assets/images/lagunas.jpg
M115_L10,LOTE: MZ 115 LT 10 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 115 LT 10 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.7369,0.6355,https://lagunaskuche.com/assets/images/lagunas.jpg
M115_L11,LOTE: MZ 115 LT 11 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 115 LT 11 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.7382,0.6187,https://lagunaskuche.com/assets/images/lagunas.jpg
M115_L12,LOTE: MZ 115 LT 12 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 115 LT 12 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.7404,0.6007,https://lagunaskuche.com/assets/images/lagunas.jpg
M115_L13,LOTE: MZ 115 LT 13 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 115 LT 13 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.7425,0.583,https://lagunaskuche.com/assets/images/lagunas.jpg
M115_L14,LOTE: MZ 115 LT 14 |  SUPERFICIE: 400m2,hidden,LOTE: MZ 115 LT 14 |  SUPERFICIE: 400m2,"<p>Status: <b style='color: rgba(238,14,14,0.5);'> disponible  </b><br>Superficie: <b>400 m2</b><br>Precio: $  <b>396000 MXN</b></p>",disponible,https://landrada.mx/cotizador,0.7434,0.5654,https://lagunaskuche.com/assets/images/lagunas.jpg
